Data generated at Sun Jun  2 11:05:05 2019


SEE, SIE, SEI, SII | 2.05021 2.2621 -5.15568 -5.72008 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.52793 2.36699 -2.68823 -4.15677 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.42343 4.93066 -3.43614 -2.44512 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.55314 4.01337 -2.21187 -2.30336 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.72985 2.75435 -3.70535 -2.51044 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.08454 2.83595 -3.94006 -1.1271 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.33739 4.60835 -1.82591 -4.86871 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.17988 2.16358 -1.12864 -1.85053 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.94013 3.58133 -3.62119 -2.71902 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.78883 5.48506 -1.01248 -1.484 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.87855 3.50435 -2.97053 -3.38979 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.7936 2.91484 -4.60109 -4.75716 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.24717 2.18232 -4.41315 -1.10816 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.93206 3.34321 -3.054 -2.49881 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.04162 5.03983 -4.71345 -4.96867 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.64201 2.33695 -1.93449 -4.90897 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.75492 4.46121 -1.41159 -3.81675 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.5521 3.87322 -1.75926 -1.66157 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.96296 5.91011 -3.86765 -4.64324 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.82075 4.99448 -2.02418 -4.83406 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.53544 4.49327 -2.74399 -4.85658 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.92359 4.44131 -2.73668 -3.78853 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.14681 5.69282 -3.02065 -4.50458 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.648 4.32208 -4.68412 -4.33298 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.00532 3.21766 -2.36722 -3.37888 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.71666 3.34943 -1.52431 -3.65452 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.71825 5.66727 -4.28024 -2.51801 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.81263 4.35414 -1.32082 -3.40494 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.13274 2.47964 -4.91278 -3.69379 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.79851 2.333 -3.78173 -1.76913 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.44384 3.53685 -4.74419 -2.06664 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.34389 2.01161 -4.21916 -3.34395 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.54193 2.76039 -4.08907 -4.16307 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.75998 4.7865 -1.1875 -3.54826 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.42632 2.57067 -2.27319 -2.22015 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.78339 2.4125 -4.87809 -3.24736 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.34128 5.65229 -2.19863 -3.12992 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.38009 5.04787 -2.69621 -4.11652 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.04824 5.49072 -2.10109 -2.74696 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.96105 2.84483 -2.29412 -2.59583 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.38435 2.91492 -4.60956 -1.33847 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.68734 4.71318 -1.81668 -2.96238 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.17149 2.71067 -1.07839 -1.4685 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.48359 3.54098 -1.36274 -2.37878 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.2759 5.07245 -3.30549 -4.24719 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.71464 2.4209 -4.61203 -4.16014 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.35553 3.80196 -2.26 -3.0273 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.33247 4.06903 -4.77444 -4.68812 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.52114 5.15998 -2.19482 -1.97227 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.9278 3.20153 -4.45298 -1.0869 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.3583 3.4733 -1.72514 -2.17923 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.37569 2.87375 -1.07856 -2.49302 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.71438 4.61403 -2.28581 -4.6006 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.43097 3.94151 -3.92798 -2.65945 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.67734 2.91975 -2.67652 -4.00524 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.54847 5.47294 -3.37347 -2.24335 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.09402 5.09035 -3.90399 -4.83619 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.15878 2.37839 -1.68396 -2.77856 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.00596 3.85518 -2.71145 -3.15604 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.26663 3.99476 -4.70173 -1.60493 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.19395 5.2504 -4.0724 -3.37556 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.69278 2.95641 -3.47948 -3.96328 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.84644 3.35316 -1.3323 -4.51127 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.9151 3.52961 -1.86326 -1.63721 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.04679 5.60128 -4.64078 -2.26923 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.21425 2.82201 -1.2735 -4.92265 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.54279 2.73471 -2.64665 -4.88275 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.23414 4.02015 -1.25491 -1.08933 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.20161 5.21193 -2.95878 -3.21062 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.47088 3.41679 -4.96361 -1.97428 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.45524 3.71076 -4.70054 -1.5287 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.36374 2.47433 -2.48035 -2.18089 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.9722 5.83975 -3.88944 -1.57964 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.28509 4.87669 -4.95335 -1.17322 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.24293 3.20979 -1.62464 -4.33304 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.58356 5.82544 -1.09958 -4.8511 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.88486 5.63289 -2.74509 -3.0484 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.58226 2.99048 -2.19162 -1.01912 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.84075 4.84888 -1.83164 -1.28925 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.14061 3.84467 -3.39596 -2.8348 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.78472 3.05812 -2.59912 -4.13491 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.68597 4.67275 -2.2446 -2.84796 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.29214 2.3819 -2.75924 -2.30122 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.74603 4.98529 -2.2118 -1.07774 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.64853 3.36598 -2.72468 -3.57119 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.93218 2.29451 -4.94575 -2.26656 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.60175 2.75515 -1.15195 -3.83256 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.05728 2.42159 -1.22018 -4.08076 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.1845 2.74831 -2.01332 -1.69994 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.35226 3.33395 -4.51277 -3.9829 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.48861 5.42707 -2.53771 -3.47242 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.27814 4.21942 -3.63862 -4.59153 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.17506 5.98541 -4.82832 -3.13329 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.18386 4.95017 -1.33008 -4.57029 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.04691 3.50919 -2.34431 -3.88812 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.06548 2.07575 -4.53475 -3.2813 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.30187 5.36998 -2.8823 -3.34393 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.41602 3.98706 -1.59209 -2.84717 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.82868 5.2623 -1.58458 -1.12811 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.71246 3.62395 -3.3327 -3.41536 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.26383 5.78528 -3.61356 -4.86396 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.38787 5.90851 -2.00675 -1.71583 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.91327 4.29981 -1.43223 -2.70288 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.60624 4.62168 -3.3002 -1.18393 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.87377 5.29794 -3.25065 -3.47357 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.83833 4.23084 -1.03583 -4.69995 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.96257 4.68397 -2.52762 -2.58003 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.86466 4.9919 -3.48385 -4.09185 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.20327 3.22539 -3.1598 -1.10193 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.87005 5.70764 -4.89965 -2.86374 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.68878 2.60104 -1.04331 -2.39366 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.74117 4.88449 -2.61445 -1.87145 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.1392 3.61117 -1.5556 -3.67077 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.05083 5.48825 -3.27233 -1.31128 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.58717 5.48205 -2.33465 -2.28002 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.09554 2.88309 -3.58257 -1.18025 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.9213 2.00611 -2.57826 -3.10506 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.03899 5.48005 -4.3822 -3.46804 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.9277 2.02578 -4.50181 -1.86204 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.68547 3.21877 -4.94488 -1.15199 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.86357 4.4052 -2.71209 -2.18317 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.13857 3.6213 -1.2573 -3.57535 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.77844 5.06763 -2.67744 -4.52078 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.77755 5.93416 -3.56583 -1.45241 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.62217 5.44623 -2.96803 -3.57065 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.95914 3.52521 -3.13984 -2.25795 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.86941 5.55228 -4.81014 -3.81863 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 4.72135 4.05751 -4.4612 -3.57002 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 5.15684 4.61149 -1.34391 -4.23181 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 3.38648 3.03431 -3.8674 -2.74404 | kickE, kickI 5000 5000
SEE, SIE, SEI, SII | 2.46051 5.19207 -2.81002 -3.42975 | kickE, kickI 5000 5000
Data generated at Sun Jun  2 11:26:19 2019


SEE, SIE, SEI, SII | 3.12952 4.46634 -1.85101 -1.52779 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.61562 2.66314 -2.80469 -3.88186 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.00038 3.59115 -1.22308 -3.53859 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.97414 3.58413 -2.91318 -1.81568 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.20704 4.60086 -3.2461 -4.96601 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.55628 5.22458 -4.7578 -1.57425 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.96233 4.43133 -2.82081 -3.2594 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.2709 4.26264 -4.08574 -2.47976 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.12076 3.41672 -2.21235 -4.27392 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.61659 2.36111 -4.23467 -4.90962 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.70851 5.8785 -4.22846 -4.46215 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.76529 4.82417 -2.82453 -3.99135 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.04537 4.36798 -4.17099 -2.26622 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.45349 5.99119 -1.34799 -2.07908 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.18541 3.27388 -3.61076 -3.1184 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.86405 2.90175 -4.92753 -1.75684 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.09834 2.32371 -4.08486 -1.50979 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.20998 4.6277 -2.0489 -4.56391 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.73965 3.70663 -3.53012 -2.73217 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.78335 5.97476 -4.84944 -1.81446 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.65883 3.51576 -1.84823 -3.07401 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.31533 2.65938 -4.39785 -2.87294 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.0597 4.41994 -1.43989 -4.39362 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.77578 4.04796 -2.48531 -1.45917 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.82153 5.10657 -1.88459 -2.18579 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.54405 2.86136 -2.6087 -1.50431 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.1364 3.891 -3.27497 -2.88099 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.75504 2.40541 -1.32352 -1.52039 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.96817 5.75236 -4.14622 -2.69452 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.20068 2.16397 -4.55932 -1.2077 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.1866 4.8446 -2.81424 -1.75824 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.47781 5.32951 -1.81801 -3.45001 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.20885 3.56125 -2.26418 -4.55283 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.24495 2.70739 -3.28233 -3.43427 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.40558 2.04835 -1.77896 -4.37446 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.67398 3.64922 -4.58327 -3.95633 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.91222 2.92305 -2.85099 -4.16708 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.08936 4.37366 -1.90675 -4.09717 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.64389 2.91063 -1.21374 -3.3063 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.69658 4.93679 -2.20752 -2.09272 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.0449 3.61943 -2.28972 -4.36643 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.47966 2.13697 -1.58279 -2.08873 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.25958 3.09267 -1.12874 -1.9074 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.84397 5.80246 -1.6523 -4.78051 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.77243 2.41402 -3.90737 -4.57794 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.7899 5.1013 -4.21639 -3.93376 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.50486 5.30583 -2.5352 -4.6303 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.3019 2.78913 -3.9167 -2.73965 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.37376 4.26496 -1.82276 -1.6124 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.74624 5.96429 -3.70852 -3.13982 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.49951 3.07696 -2.11406 -1.89613 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.38131 3.86042 -2.38333 -2.29258 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.03652 2.04925 -2.91288 -4.71482 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.18179 4.08304 -1.00388 -1.25888 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.37036 2.39858 -3.90048 -2.7747 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.17493 2.53796 -1.66615 -3.56236 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.60526 3.75886 -3.50244 -2.71272 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.29704 3.61961 -2.81163 -4.02546 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.12396 2.68126 -4.67249 -2.53053 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.95646 2.65429 -1.29099 -2.75252 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.61745 5.96754 -4.77802 -2.0983 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.37176 4.97294 -2.66484 -2.04202 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.70754 4.7747 -1.61167 -1.67386 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.27412 4.84937 -2.68211 -4.58801 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.49559 3.65365 -3.09859 -2.70873 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.13038 5.58091 -4.8918 -2.57764 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.08644 5.89871 -4.75317 -3.28644 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.25533 5.89397 -3.37315 -4.89377 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.48766 4.56304 -2.57585 -4.86627 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.81739 5.44403 -4.83486 -1.9872 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.85779 4.12383 -1.22201 -3.81348 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.37939 5.93007 -1.68357 -2.35812 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.3046 5.94176 -4.68548 -1.06881 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.75093 2.68155 -1.79093 -2.8015 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.03029 3.78509 -4.27549 -1.24443 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.60622 2.12324 -3.70191 -1.6893 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.22065 2.7285 -1.10803 -4.19515 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.24673 4.33959 -3.70843 -1.63051 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.19782 5.5413 -3.60511 -3.73714 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.23625 2.02053 -3.23425 -2.46354 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.38774 4.40943 -2.40575 -4.88085 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.00962 4.69831 -4.3018 -3.95725 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.22244 3.26461 -3.06582 -1.45361 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.74884 4.4045 -1.1219 -3.29606 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.89563 5.74156 -1.2227 -4.38095 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.84521 3.50426 -4.77811 -2.41962 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.23032 2.4131 -4.2427 -3.7664 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.22888 5.516 -3.39369 -2.61497 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.35202 5.36851 -3.54333 -4.58915 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.14261 5.9022 -2.39228 -4.3237 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.36738 5.86594 -1.16647 -1.75847 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.79116 3.3301 -3.77127 -4.77442 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.65517 2.39045 -3.31045 -4.39435 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.63541 3.01003 -3.16905 -1.27262 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.41062 4.51663 -1.31023 -2.43175 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.35175 3.99505 -2.03719 -4.83734 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.65111 4.88216 -3.32926 -4.12911 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.3416 3.24242 -4.44845 -4.55144 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.14737 2.45675 -1.02891 -4.49757 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.72468 4.21692 -3.73593 -2.10742 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.92486 3.1968 -4.3032 -4.79036 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.12861 2.10649 -2.92893 -2.47932 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.59696 5.59301 -4.53709 -1.74518 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.52005 3.94044 -4.40201 -3.46215 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.69171 4.40755 -4.00039 -4.05747 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.76584 5.236 -2.75888 -1.16593 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.30082 5.25332 -4.99657 -4.83526 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.53627 4.10295 -4.92292 -4.23918 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.87615 5.20511 -2.68726 -3.50871 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.45812 4.15599 -2.27202 -4.6961 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.83095 5.45013 -1.39062 -1.55067 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.36192 3.13373 -1.09307 -3.96019 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.69588 5.53526 -4.84146 -2.05301 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.78856 3.00119 -1.59929 -1.2637 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.64758 2.63687 -4.24307 -1.29351 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.2485 5.05449 -3.646 -2.62665 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.29104 5.52467 -4.85433 -3.57243 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.59248 4.59383 -1.81797 -4.18467 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.56678 4.19229 -4.20467 -4.84342 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.54868 4.56245 -3.51698 -4.66404 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.33039 2.02551 -3.28933 -4.52159 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.74896 4.70153 -4.45482 -1.29897 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.22601 4.6387 -1.31115 -1.30745 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.25874 5.05681 -4.95664 -4.24858 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.18392 3.72815 -2.05436 -1.27708 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 4.33173 2.70421 -4.02011 -1.82235 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.4272 5.74101 -4.27593 -1.58555 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.52396 2.42861 -3.55931 -4.90085 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.26717 5.20644 -2.59419 -2.98671 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 2.55025 2.68915 -2.03084 -4.64119 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 5.47786 4.46671 -1.15696 -1.34408 | kickE, kickI 1000 1000
SEE, SIE, SEI, SII | 3.22004 2.69787 -1.56012 -1.31073 | kickE, kickI 1000 1000
